CRATER_ID,reviewed,agrees,corrected_area,corrected_degree,flag_bad_match,note
08-1-167134,True,False,highland,v-dr,True,
08-1-167146,True,False,highland,r-dr,False,
08-1-167153,True,True,,,False,
08-1-167162,True,True,,,False,
08-1-167200,True,False,highland,v-dr,False,
08-1-169415,True,False,highland,v-dr,False,
08-1-169420,True,True,,,False,
08-1-169424,True,True,,,False,
08-1-169538,True,True,,,False,
08-1-169544,True,False,highland,v-dr,False,
08-1-169559,True,True,,,False,
09-1-005813,True,True,,,False,
09-1-005821,True,True,,,False,
09-1-005834,True,True,,,False,
09-1-005838,True,False,highland,v-dr,False,
09-1-005845,True,True,,,False,
09-1-005867,True,True,,,False,
09-1-005875,True,True,,,False,
09-1-005962,True,True,,,False,
09-1-006196,True,True,,,False,
09-1-006205,True,True,,,False,
09-1-006219,True,True,,,False,
09-1-006273,True,True,,,False,
09-1-006317,True,True,,,False,
09-1-009831,True,True,,,False,
09-1-009835,True,True,,,False,
09-1-009860,True,True,,,False,
09-1-009862,True,True,,,False,
09-1-009864,True,True,,,False,
09-1-009865,True,True,,,False,
09-1-009869,True,True,,,False,
09-1-009901,True,False,highland,v-dr,False,
09-1-009925,True,True,,,False,
09-1-015067,True,True,,,False,
09-1-015069,True,True,,,False,
09-1-015076,True,False,highland,v-dr,True,
09-1-015119,True,True,,,False,
09-1-015122,True,True,,,False,
09-1-054948,True,False,highland,v-dr,False,
09-1-111394,True,True,,,False,
09-1-111395,True,True,,,False,
